id,Site,Date,Atelier,Chaine,Activite,Objectif,Min_Produit,Min_Pres,Rend,Ecart,Qte,Min_Moyen,Absence,Ajouter,Semaine
14895,TMT,9/16/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,155,480,0.32,-0.43,3200,0.0484375,0,Farah,37
14896,TMT,9/16/2021,M2,Section 11 Petit Bateau,Confection,0.55,15075.2,32975,0.46,-0.09,1709,8.82106,0.18,Farah,37
14897,TMT,9/16/2021,M2,Section 12,Confection,0.59,24072,37172,0.65,0.05,1877,12.8247,0.17,Farah,37
14898,FINO INTER,9/15/2021,FINITION,FINITION,Lavage,0.7,330,4800,0.07,-0.63,66,5,0.62,Mohamed,37
14899,FINO INTER,9/15/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,5512,9120,0.6,-0.1,1848,2.98268,0.27,Mohamed,37
14900,FINO INTER,9/15/2021,Lavage,Lavage,Lavage,0.6,1200,3360,0.36,-0.24,918,1.30719,0.3,Mohamed,37
14901,FINO INTER,9/15/2021,Teinture,Teinture,Lavage,0.6,667,2880,0.23,-0.37,1076,0.619888,0.13,Mohamed,37
14902,TUNITEX,9/16/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,423,960,0.44,-0.31,8600,0.049186,0,Maysa,37
14903,TUNITEX,9/16/2021,A2,Section 1,Confection,0.6,19565,34830,0.56,-0.04,2367,8.26574,0.13,Maysa,37
14904,TUNITEX,9/16/2021,A2,Section 2,Confection,0.6,19389,34975,0.55,-0.05,1808,10.724,0.16,Maysa,37
14905,TUNITEX,9/16/2021,A3,Section 1,Confection,0.6,19610,36600,0.54,-0.06,1337,14.6672,0.13,Maysa,37
14906,TUNITEX,9/16/2021,A3,Section 2,Confection,0.6,17129,34755,0.49,-0.11,1843,9.29409,0.14,Maysa,37
14907,MCM,9/16/2021,MCM,MCM,Confection,0.54,14365,31380,0.46,-0.08,1370,10.4854,0.16,Maysa,37
14908,TFG,9/16/2021,TFG,TFG,Confection,0.5,19576,38580,0.51,0.01,1789,10.9424,0.12,Maysa,37
14909,ATS,9/16/2021,ATS,ATS,Confection,0.63,21953,36645,0.6,-0.03,1475,14.8834,0.13,Maysa,37
14910,SOTUINTEX,9/16/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,141.368,480,0.29,-0.46,2122,0.0666202,0,SOTUNITEX,37
14911,SOTUINTEX,9/16/2021,A,A1,Confection,0.5,4940,17740,0.28,-0.22,76,65,0.06,SOTUNITEX,37
14912,SOTUINTEX,9/16/2021,A,A2,Confection,0.5,5005,17740,0.28,-0.22,77,65,0.06,SOTUNITEX,37
14913,SOTUINTEX,9/16/2021,A,A3,Confection,0.5,5005,17740,0.28,-0.22,77,65,0.03,SOTUNITEX,37
14914,SOTUINTEX,9/16/2021,B,B1,Confection,0.5,10920,26371,0.41,-0.09,260,42,0.03,SOTUNITEX,37
14915,SOTUINTEX,9/16/2021,B,B2,Confection,0.61,5413,8840,0.61,0,267,20.2734,0.06,SOTUNITEX,37
14916,SOTUINTEX,9/16/2021,C,C1,Confection,0.72,20698,28775,0.72,0,316,65.5,0.02,SOTUNITEX,37
14917,SOTUINTEX,9/16/2021,C,C2,Confection,0.51,13970,27511,0.51,0,399,35.0125,0.01,SOTUNITEX,37
14918,SOTUINTEX,9/16/2021,C,C3,Confection,0.5,9657,27217,0.35,-0.15,333,29,0.03,SOTUNITEX,37
14919,TMT,9/17/2021,M1,S2,Confection,0.63,29019,51920,0.56,-0.07,2281,12.7221,0.1,Farah,37
14920,TMT,9/17/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,164,480,0.34,-0.41,4130,0.0397094,0,Farah,37
14921,TMT,9/17/2021,M2,Section 11 Petit Bateau,Confection,0.55,15612,33120,0.47,-0.08,1545,10.1049,0.17,Farah,37
14922,TMT,9/17/2021,M2,Section 12,Confection,0.59,23777,37172.4,0.64,0.05,1826,13.0214,0.19,Farah,37
14923,TUNITEX,9/17/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,435,960,0.45,-0.3,9200,0.0472826,0,Maysa,37
14924,TUNITEX,9/17/2021,A2,Section 1,Confection,0.6,19021,36570,0.52,-0.08,1925,9.88104,0.1,Maysa,37
14925,TUNITEX,9/17/2021,A2,Section 2,Confection,0.6,18686,34975,0.53,-0.07,1720,10.864,0.16,Maysa,37
14926,TUNITEX,9/17/2021,A3,Section 1,Confection,0.6,20403,36660,0.56,-0.04,1335,15.2831,0.12,Maysa,37
14927,TUNITEX,9/17/2021,A3,Section 2,Confection,0.6,18085,37200,0.49,-0.11,1995,9.06516,0.12,Maysa,37
14928,MCM,9/17/2021,MCM,MCM,Confection,0.54,12263,31620,0.39,-0.15,1130,10.8522,0.17,Maysa,37
14929,TFG,9/17/2021,TFG,TFG,Confection,0.5,19287,39090,0.49,-0.01,1745,11.0527,0.1,Maysa,37
14930,ATS,9/17/2021,ATS,ATS,Confection,0.63,23164,38722,0.6,-0.03,1647,14.0644,0.1,Maysa,37
14931,SOTUINTEX,9/17/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,246.056,480,0.51,-0.24,1207,0.203857,0,SOTUNITEX,37
14932,SOTUINTEX,9/17/2021,A,A1,Confection,0.5,4443,13180,0.34,-0.16,89,49.9213,0.09,SOTUNITEX,37
14933,SOTUINTEX,9/17/2021,A,A2,Confection,0.5,4590,9424,0.49,-0.01,92,49.8913,0.17,SOTUNITEX,37
14934,SOTUINTEX,9/17/2021,A,A3,Confection,0.5,4590,9391,0.49,-0.01,92,49.8913,0.09,SOTUNITEX,37
14935,SOTUINTEX,9/17/2021,B,B1,Confection,0.5,10836,25832,0.42,-0.08,258,42,0.05,SOTUNITEX,37
14936,SOTUINTEX,9/17/2021,B,B2,Confection,0.5,3900,8599,0.45,-0.05,200,19.5,0.09,SOTUNITEX,37
14937,SOTUINTEX,9/17/2021,C,C1,Confection,0.5,10370,28844,0.36,-0.14,340,30.5,0.02,SOTUNITEX,37
14938,SOTUINTEX,9/17/2021,C,C2,Confection,0.5,11252,26555,0.42,-0.08,388,29,0.02,SOTUNITEX,37
14939,SOTUINTEX,9/17/2021,C,C3,Confection,0.56,14964,26717,0.56,0,516,29,0.03,SOTUNITEX,37
14940,TUNITEX,9/18/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,451,960,0.47,-0.28,9970,0.0452357,0,Maysa,37
14941,TUNITEX,9/18/2021,A2,Section 1,Confection,0.6,11106,21510,0.52,-0.08,1165,9.53305,0.13,Maysa,37
14942,TUNITEX,9/18/2021,A2,Section 2,Confection,0.6,11981,20790,0.58,-0.02,1103,10.8622,0.17,Maysa,37
14943,TUNITEX,9/18/2021,A3,Section 1,Confection,0.6,12346,22365,0.55,-0.05,813,15.1857,0.11,Maysa,37
14944,TUNITEX,9/18/2021,A3,Section 2,Confection,0.6,11211,22485,0.5,-0.1,1236,9.07039,0.1,Maysa,37
14945,MCM,9/18/2021,MCM,MCM,Confection,0.54,11676,20310,0.57,0.03,1016,11.4921,0.15,Maysa,37
14946,TFG,9/18/2021,TFG,TFG,Confection,0.5,11492,24345,0.47,-0.03,1106,10.3906,0.14,Maysa,37
14947,ATS,9/18/2021,ATS,ATS,Confection,0.63,15178,23835,0.64,0.01,1109,13.6862,0.14,Maysa,37
14948,SOTUINTEX,9/18/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,175.477,480,0.37,-0.38,671,0.261516,0,SOTUNITEX,37
14949,SOTUINTEX,9/18/2021,A,A1,Confection,0.5,3626,10980,0.33,-0.17,85,42.6588,0.08,SOTUNITEX,37
14950,SOTUINTEX,9/18/2021,A,A2,Confection,0.5,3714,10636,0.35,-0.15,87,42.6897,0.06,SOTUNITEX,37
14951,SOTUINTEX,9/18/2021,A,A3,Confection,0.5,3755,10904,0.34,-0.16,88,42.6705,0.05,SOTUNITEX,37
14952,SOTUINTEX,9/18/2021,B,B1,Confection,0.5,4788,15847,0.3,-0.2,114,42,0.05,SOTUNITEX,37
14953,SOTUINTEX,9/18/2021,B,B2,Confection,0.77,3690,5160,0.72,-0.05,110,33.5455,0.09,SOTUNITEX,37
14954,SOTUINTEX,9/18/2021,C,C1,Confection,0.5,6100,17371,0.35,-0.15,200,30.5,0.02,SOTUNITEX,37
14955,SOTUINTEX,9/18/2021,C,C2,Confection,0.62,10556,17010,0.62,0,364,29,0.01,SOTUNITEX,37
14956,SOTUINTEX,9/18/2021,C,C3,Confection,0.51,8439,16472,0.51,0,291,29,0.03,SOTUNITEX,37
14957,FINO INTER,9/16/2021,FINITION,FINITION,Lavage,0.7,192,8160,0.02,-0.68,16,12,0.37,Mohamed,37
14958,FINO INTER,9/16/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,4817,11520,0.42,-0.28,222,21.6982,0.14,Mohamed,37
14959,FINO INTER,9/16/2021,Lavage,Lavage,Lavage,0.6,1778,3360,0.53,-0.07,825,2.15515,0.2,Mohamed,37
14960,FINO INTER,9/16/2021,Teinture,Teinture,Lavage,0.6,665,2880,0.23,-0.37,2432,0.273438,0.13,Mohamed,37
14961,FINO INTER,9/17/2021,FINITION,FINITION,Lavage,0.7,5250,9600,0.55,-0.15,525,10,0.31,Mohamed,37
14962,FINO INTER,9/17/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,5007,11520,0.43,-0.27,1987,2.51988,0.14,Mohamed,37
14963,FINO INTER,9/17/2021,Lavage,Lavage,Lavage,0.6,1427,3360,0.42,-0.18,1456,0.980082,0.1,Mohamed,37
14964,FINO INTER,9/17/2021,Teinture,Teinture,Lavage,0.6,175,2880,0.06,-0.54,754,0.232095,0.13,Mohamed,37
14965,FINO INTER,9/18/2021,FINITION,FINITION,Lavage,0.7,3450,5280,0.65,-0.05,345,10,0.24,Mohamed,37
14966,FINO INTER,9/18/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,2494,6480,0.38,-0.32,1102,2.26316,0.04,Mohamed,37
14967,FINO INTER,9/18/2021,Lavage,Lavage,Lavage,0.6,1527,2040,0.75,0.15,894,1.70805,0.3,Mohamed,37
14968,FINO INTER,9/18/2021,Teinture,Teinture,Lavage,0.6,175,1530,0.11,-0.49,666,0.262763,0.13,Mohamed,37
14969,TMT,9/18/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,123,420,0.29,-0.46,2150,0.0572093,0,Farah,37
14970,TMT,9/18/2021,M2,Section 11 Petit Bateau,Confection,0.55,14965.6,29680,0.5,-0.05,1487,10.0643,0.16,Farah,37
14971,TMT,9/20/2021,M1,S2,Confection,0.63,29569,52331,0.57,-0.06,2361,12.5239,0.11,Farah,38
14972,TMT,9/20/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,151,480,0.31,-0.44,3050,0.0495082,0,Farah,38
14973,TMT,9/20/2021,M2,Section 11 Petit Bateau,Confection,0.55,14904.7,33760,0.44,-0.11,1433,10.401,0.15,Farah,38
14974,TMT,9/20/2021,M2,Section 12,Confection,0.59,22791,36166,0.63,0.04,1767,12.8981,0.21,Farah,38
14975,TUNITEX,9/20/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,442,960,0.46,-0.29,9650,0.0458031,0,Maysa,38
14976,TUNITEX,9/20/2021,A2,Section 1,Confection,0.6,18910,36875,0.51,-0.09,1807,10.4649,0.11,Maysa,38
14977,TUNITEX,9/20/2021,A2,Section 2,Confection,0.6,18974,35575,0.53,-0.07,1754,10.8176,0.14,Maysa,38
14978,TUNITEX,9/20/2021,A3,Section 1,Confection,0.6,19342,36420,0.53,-0.07,1356,14.264,0.12,Maysa,38
14979,TUNITEX,9/20/2021,A3,Section 2,Confection,0.6,19012,35985,0.53,-0.07,2592,7.33488,0.16,Maysa,38
14980,MCM,9/20/2021,MCM,MCM,Confection,0.54,15319,33360,0.46,-0.08,1404,10.911,0.14,Maysa,38
14981,TFG,9/20/2021,TFG,TFG,Confection,0.5,17492,39690,0.44,-0.06,1714,10.2054,0.1,Maysa,38
14982,ATS,9/20/2021,ATS,ATS,Confection,0.63,23378,36995,0.63,0,1713,13.6474,0.07,Maysa,38
14983,SOTUINTEX,9/20/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,225.946,480,0.47,-0.28,1235,0.182952,0,SOTUNITEX,38
14984,SOTUINTEX,9/20/2021,A,A1,Confection,0.5,7670,18772,0.41,-0.09,186,41.2366,0.05,SOTUNITEX,38
14985,SOTUINTEX,9/20/2021,A,A2,Confection,0.5,7752,18675,0.42,-0.08,188,41.234,0.06,SOTUNITEX,38
14986,SOTUINTEX,9/20/2021,A,A3,Confection,0.5,7794,19866,0.39,-0.11,189,41.2381,0.03,SOTUNITEX,38
14987,SOTUINTEX,9/20/2021,B,B1,Confection,0.5,6400,18854,0.34,-0.16,200,32,0.1,SOTUNITEX,38
14988,SOTUINTEX,9/20/2021,B,B2,Confection,0.6,5760,9604,0.6,0,160,36,0.03,SOTUNITEX,38
14989,SOTUINTEX,9/20/2021,C,C1,Confection,0.5,0,28315,0,-0.5,0,0,0.02,SOTUNITEX,38
14990,SOTUINTEX,9/20/2021,C,C2,Confection,0.59,15573,26314,0.59,0,537,29,0.01,SOTUNITEX,38
14991,SOTUINTEX,9/20/2021,C,C3,Confection,0.57,14645,2588,5.66,5.09,505,29,0.05,SOTUNITEX,38
14992,TMT,9/21/2021,M1,S2,Confection,0.63,29990,52782,0.57,-0.06,2336,12.8382,0.09,Farah,38
14993,TMT,9/21/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,167,480,0.35,-0.4,4233,0.0394519,0,Farah,38
14994,TMT,9/21/2021,M2,Section 11 Petit Bateau,Confection,0.55,13248.9,35340,0.37,-0.18,1296,10.2229,0.13,Farah,38
14995,TMT,9/21/2021,M2,Section 12,Confection,0.59,24458,38332,0.64,0.04,1767,13.8415,0.15,Farah,38
14996,FINO INTER,9/20/2021,FINITION,FINITION,Lavage,0.7,1079,9600,0.11,-0.59,178,6.0618,0.31,Mohamed,38
14997,FINO INTER,9/20/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,7826,12480,0.63,-0.07,2831,2.76439,0.07,Mohamed,38
14998,FINO INTER,9/20/2021,Lavage,Lavage,Lavage,0.6,1265,3360,0.38,-0.22,720,1.75694,0.1,Mohamed,38
14999,FINO INTER,9/20/2021,Teinture,Teinture,Lavage,0.6,244,2880,0.08,-0.52,61,4,0.13,Mohamed,38
15000,TUNITEX,9/21/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,463,960,0.48,-0.27,9780,0.0473415,0,Maysa,38
15001,TUNITEX,9/21/2021,A2,Section 1,Confection,0.6,20655,36905,0.56,-0.04,2242,9.21276,0.11,Maysa,38
15002,TUNITEX,9/21/2021,A2,Section 2,Confection,0.6,17735,36840,0.48,-0.12,1745,10.1633,0.11,Maysa,38
15003,TUNITEX,9/21/2021,A3,Section 1,Confection,0.6,20773,36390,0.57,-0.03,1520,13.6664,0.13,Maysa,38
15004,TUNITEX,9/21/2021,A3,Section 2,Confection,0.6,19287,36825,0.52,-0.08,2500,7.7148,0.13,Maysa,38
15005,MCM,9/21/2021,MCM,MCM,Confection,0.54,19041,33900,0.56,0.02,1911,9.96389,0.13,Maysa,38
15006,TFG,9/21/2021,TFG,TFG,Confection,0.5,17258,39105,0.44,-0.06,1703,10.1339,0.11,Maysa,38
15007,ATS,9/21/2021,ATS,ATS,Confection,0.63,23325,37140,0.63,0,1810,12.8867,0.05,Maysa,38
15008,SOTUINTEX,9/21/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,279.045,480,0.58,-0.17,1513,0.184432,0,SOTUNITEX,38
15009,SOTUINTEX,9/21/2021,A,A1,Confection,0.5,7226,19175,0.38,-0.12,182,39.7033,0.05,SOTUNITEX,38
15010,SOTUINTEX,9/21/2021,A,A2,Confection,0.5,7343,20841,0.35,-0.15,185,39.6919,0.02,SOTUNITEX,38
15011,SOTUINTEX,9/21/2021,A,A3,Confection,0.5,7423,19370,0.38,-0.12,187,39.6952,0,SOTUNITEX,38
15012,SOTUINTEX,9/21/2021,B,B1,Confection,0.5,8796,20535,0.43,-0.07,278,31.6403,0.05,SOTUNITEX,38
15013,SOTUINTEX,9/21/2021,B,B2,Confection,0.64,6180,9674,0.64,0,330,18.7273,0.03,SOTUNITEX,38
15014,SOTUINTEX,9/21/2021,C,C1,Confection,0.5,10301,26554,0.39,-0.11,189,54.5026,0.06,SOTUNITEX,38
15015,SOTUINTEX,9/21/2021,C,C2,Confection,0.53,14500,27347,0.53,0,500,29,0,SOTUNITEX,38
15016,SOTUINTEX,9/21/2021,C,C3,Confection,0.56,15109,26894,0.56,0,521,29,0.04,SOTUNITEX,38
15017,FINO INTER,9/21/2021,FINITION,FINITION,Lavage,0.7,1082,11040,0.1,-0.6,306,3.53595,0.21,Mohamed,38
15018,FINO INTER,9/21/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,6004,12960,0.46,-0.24,2568,2.33801,0.04,Mohamed,38
15019,FINO INTER,9/21/2021,Lavage,Lavage,Lavage,0.6,890,3360,0.26,-0.34,748,1.18984,0.2,Mohamed,38
15020,FINO INTER,9/21/2021,Teinture,Teinture,Lavage,0.6,991,2880,0.34,-0.26,1913,0.518035,0,Mohamed,38
15021,TMT,9/22/2021,M1,S2,Confection,0.63,27537,49711,0.55,-0.08,2095,13.1442,0.16,Farah,38
15022,TMT,9/22/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,144,480,0.3,-0.45,2940,0.0489796,0,Farah,38
15023,TMT,9/22/2021,M2,Section 11 Petit Bateau,Confection,0.55,12376.8,24515,0.5,-0.05,1278,9.68451,0.17,Farah,38
15024,TMT,9/22/2021,M2,Section 12,Confection,0.59,17206,29810,0.58,-0.02,1170,14.706,0.14,Farah,38
15025,TUNITEX,9/22/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,457,960,0.48,-0.27,9900,0.0461616,0,Maysa,38
15026,TUNITEX,9/22/2021,A2,Section 1,Confection,0.6,19326,33790,0.57,-0.03,1937,9.97728,0.13,Maysa,38
15027,TUNITEX,9/22/2021,A2,Section 2,Confection,0.6,16085,32855,0.49,-0.11,1572,10.2322,0.16,Maysa,38
15028,TUNITEX,9/22/2021,A3,Section 1,Confection,0.6,18941,34570,0.55,-0.05,1354,13.9889,0.13,Maysa,38
15029,TUNITEX,9/22/2021,A3,Section 2,Confection,0.6,16173,33780,0.48,-0.12,2257,7.16571,0.15,Maysa,38
15030,MCM,9/22/2021,MCM,MCM,Confection,0.54,19150,33570,0.57,0.03,2004,9.55589,0.13,Maysa,38
15031,TFG,9/22/2021,TFG,TFG,Confection,0.5,16389,38265,0.43,-0.07,1504,10.8969,0.12,Maysa,38
15032,ATS,9/22/2021,ATS,ATS,Confection,0.63,19939,37008,0.54,-0.09,1581,12.6116,0.06,Maysa,38
15033,SOTUINTEX,9/22/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,241.381,480,0.5,-0.25,1736,0.139044,0,SOTUNITEX,38
15034,SOTUINTEX,9/22/2021,A,A1,Confection,0.5,8291,18061,0.46,-0.04,155,53.4903,0.11,SOTUNITEX,38
15035,SOTUINTEX,9/22/2021,A,A2,Confection,0.5,8348,21665,0.39,-0.11,156,53.5128,0.01,SOTUNITEX,38
15036,SOTUINTEX,9/22/2021,A,A3,Confection,0.5,8388,19594,0.43,-0.07,157,53.4268,0.01,SOTUNITEX,38
15037,SOTUINTEX,9/22/2021,B,B1,Confection,0.5,8525,25859,0.33,-0.17,275,31,0.05,SOTUNITEX,38
15038,SOTUINTEX,9/22/2021,B,B2,Confection,0.66,6099,9180,0.66,0,310,19.6742,0.06,SOTUNITEX,38
15039,SOTUINTEX,9/22/2021,C,C1,Confection,0.5,11482,28072,0.41,-0.09,398,28.8492,0.03,SOTUNITEX,38
15040,SOTUINTEX,9/22/2021,C,C2,Confection,0.54,15109,27933,0.54,0,521,29,0,SOTUNITEX,38
15041,SOTUINTEX,9/22/2021,C,C3,Confection,0.59,15979,26941,0.59,0,551,29,0.04,SOTUNITEX,38
15042,TMT,9/23/2021,M1,S2,Confection,0.63,30247,52306,0.58,-0.05,2292,13.1968,0.11,Farah,38
15043,TMT,9/23/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,134,480,0.28,-0.47,2600,0.0515385,0,Farah,38
15044,TMT,9/23/2021,M2,Section 11 Petit Bateau,Confection,0.55,15177.7,33555,0.45,-0.1,1539,9.86205,0.16,Farah,38
15045,TMT,9/23/2021,M2,Section 12,Confection,0.59,21546,41306,0.52,-0.07,1688,12.7642,0.11,Farah,38
15046,TUNITEX,9/23/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,446,960,0.46,-0.29,8530,0.052286,0,Maysa,38
15047,TUNITEX,9/23/2021,A2,Section 1,Confection,0.6,21289,36675,0.58,-0.02,2269,9.38255,0.1,Maysa,38
15048,TUNITEX,9/23/2021,A2,Section 2,Confection,0.6,18359,33870,0.54,-0.06,1802,10.1881,0.19,Maysa,38
15049,TUNITEX,9/23/2021,A3,Section 1,Confection,0.6,20469,36090,0.57,-0.03,1596,12.8252,0.15,Maysa,38
15050,TUNITEX,9/23/2021,A3,Section 2,Confection,0.6,18025,34050,0.53,-0.07,2685,6.71322,0.19,Maysa,38
15051,MCM,9/23/2021,MCM,MCM,Confection,0.54,15959,30600,0.52,-0.02,1817,8.78316,0.2,Maysa,38
15052,TFG,9/23/2021,TFG,TFG,Confection,0.5,12133,38235,0.32,-0.18,1059,11.457,0.13,Maysa,38
15053,ATS,9/23/2021,ATS,ATS,Confection,0.63,21779,37290,0.58,-0.05,1687,12.9099,0.05,Maysa,38
15054,SOTUINTEX,9/23/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,259.639,480,0.54,-0.21,1657,0.156692,0,SOTUNITEX,38
15055,SOTUINTEX,9/23/2021,A,A1,Confection,0.61,11646,19221,0.61,0,246,47.3415,0.05,SOTUNITEX,38
15056,SOTUINTEX,9/23/2021,A,A2,Confection,0.53,11692,21889,0.53,0,247,47.336,0,SOTUNITEX,38
15057,SOTUINTEX,9/23/2021,A,A3,Confection,0.58,11692,20230,0.58,0,247,47.336,0.01,SOTUNITEX,38
15058,SOTUINTEX,9/23/2021,B,B1,Confection,0.5,8261,24433,0.34,-0.16,218,37.8945,0.06,SOTUNITEX,38
15059,SOTUINTEX,9/23/2021,B,B2,Confection,0.71,5354,7533,0.71,0,376,14.2394,0.06,SOTUNITEX,38
15060,SOTUINTEX,9/23/2021,C,C1,Confection,0.5,6038,28014,0.22,-0.28,161,37.5031,0.02,SOTUNITEX,38
15061,SOTUINTEX,9/23/2021,C,C2,Confection,0.62,16269,26263,0.62,0,561,29,0.03,SOTUNITEX,38
15062,SOTUINTEX,9/23/2021,C,C3,Confection,0.6,15573,26092,0.6,0,537,29,0.05,SOTUNITEX,38
15063,TMT,9/24/2021,M1,S2,Confection,0.63,28621,52340,0.55,-0.08,2298,12.4547,0.1,Farah,38
15064,TMT,9/24/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,150,480,0.31,-0.44,2920,0.0513699,0,Farah,38
15065,TMT,9/24/2021,M2,Section 11 Petit Bateau,Confection,0.55,16110.9,34065,0.47,-0.08,1678,9.60125,0.14,Farah,38
15066,TMT,9/24/2021,M2,Section 12,Confection,0.59,23455,40531,0.58,-0.02,1925,12.1844,0.11,Farah,38
15067,TUNITEX,9/24/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,434,960,0.45,-0.3,9160,0.0473799,0,Maysa,38
15068,TUNITEX,9/24/2021,A2,Section 1,Confection,0.6,15988,34145,0.47,-0.13,1973,8.1034,0.14,Maysa,38
15069,TUNITEX,9/24/2021,A2,Section 2,Confection,0.6,16753,34180,0.49,-0.11,1738,9.63924,0.16,Maysa,38
15070,TUNITEX,9/24/2021,A3,Section 1,Confection,0.6,20625,36555,0.56,-0.04,1659,12.4322,0.11,Maysa,38
15071,TUNITEX,9/24/2021,A3,Section 2,Confection,0.6,17814,34320,0.52,-0.08,2266,7.86143,0.16,Maysa,38
15072,MCM,9/24/2021,MCM,MCM,Confection,0.54,15386,15325,1,0.46,1645,9.35319,0.21,Maysa,38
15073,TFG,9/24/2021,TFG,TFG,Confection,0.5,15583,37605,0.41,-0.09,1279,12.1837,0.14,Maysa,38
15074,ATS,9/24/2021,ATS,ATS,Confection,0.63,20311,35015,0.58,-0.05,1607,12.6391,0.12,Maysa,38
15075,SOTUINTEX,9/24/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,236.681,480,0.49,-0.26,1834,0.129052,0,SOTUNITEX,38
15076,SOTUINTEX,9/24/2021,A,A1,Confection,0.64,10718,16728,0.64,0,233,46,0.08,SOTUNITEX,38
15077,SOTUINTEX,9/24/2021,A,A2,Confection,0.5,10718,21585,0.5,0,233,46,0.08,SOTUNITEX,38
15078,SOTUINTEX,9/24/2021,A,A3,Confection,0.55,10764,19541,0.55,0,234,46,0.01,SOTUNITEX,38
15079,SOTUINTEX,9/24/2021,B,B1,Confection,0.5,7882,25873,0.3,-0.2,229,34.4192,0.04,SOTUNITEX,38
15080,SOTUINTEX,9/24/2021,B,B2,Confection,0.55,5130,9269,0.55,0,513,10,0.03,SOTUNITEX,38
15081,SOTUINTEX,9/24/2021,C,C1,Confection,0.5,9375,27359,0.34,-0.16,250,37.5,0.05,SOTUNITEX,38
15082,SOTUINTEX,9/24/2021,C,C2,Confection,0.61,16327,26807,0.61,0,563,29,0.02,SOTUNITEX,38
15083,SOTUINTEX,9/24/2021,C,C3,Confection,0.66,17313,26301,0.66,0,597,29,0.05,SOTUNITEX,38
15084,TMT,9/25/2021,M1,S2,Confection,0.63,24466,44708,0.55,-0.08,2001,12.2269,0.1,Farah,38
15085,TMT,9/25/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,117,420,0.28,-0.47,1945,0.0601542,0,Farah,38
15086,TMT,9/25/2021,M2,Section 11 Petit Bateau,Confection,0.55,11463.8,30280,0.38,-0.17,1319,8.69127,0.13,Farah,38
15087,TMT,9/25/2021,M2,Section 12,Confection,0.59,20686,35695,0.58,-0.01,1748,11.8341,0.1,Farah,38
15088,TUNITEX,9/25/2021,Coupe Automatique,Coupe Automatique,Confection,0.75,455,960,0.47,-0.28,9820,0.046334,0,Maysa,38
15089,MCM,9/25/2021,MCM,MCM,Confection,0.54,10971,20160,0.54,0,954,11.5,0.15,Maysa,38
15090,TFG,9/25/2021,TFG,TFG,Confection,0.5,10309,24675,0.42,-0.08,1090,9.4578,0.14,Maysa,38
15091,ATS,9/25/2021,ATS,ATS,Confection,0.63,13913,23230,0.6,-0.03,1104,12.6024,0.1,Maysa,38
15092,FINO INTER,9/22/2021,FINITION,FINITION,Lavage,0.7,6086,12480,0.49,-0.21,725,8.39448,0.1,Mohamed,38
15093,FINO INTER,9/22/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,7640,12480,0.61,-0.09,3139,2.4339,0.07,Mohamed,38
15094,FINO INTER,9/22/2021,Lavage,Lavage,Lavage,0.6,1446,3360,0.43,-0.17,2091,0.691535,0.1,Mohamed,38
15095,FINO INTER,9/22/2021,Teinture,Teinture,Lavage,0.6,810,2880,0.28,-0.32,1288,0.628882,0,Mohamed,38
15096,FINO INTER,9/23/2021,FINITION,FINITION,Lavage,0.7,4427,9120,0.49,-0.21,664,6.66717,0.3,Mohamed,38
15097,FINO INTER,9/23/2021,EFFET Speciaux,EFFET Speciaux,Lavage,0.7,7501,12960,0.58,-0.12,2943,2.54876,0.04,Mohamed,38
15098,FINO INTER,9/23/2021,Lavage,Lavage,Lavage,0.6,2162,4320,0.5,-0.1,4207,0.513905,0,Mohamed,38
15099,FINO INTER,9/23/2021,Teinture,Teinture,Lavage,0.6,1603,2880,0.56,-0.04,965,1.66114,0,Mohamed,38
